Application number,Applicant,Year of application,Patent system
US7425445A,DUKE UNIVERSITY,2008,USPTO
US7429449A,SANOFI,2008,USPTO
US7432049A,"CHONDROGENE LIMITED; TORONTO, ONTARIO; CA;",2008,USPTO
US7432350A,"CROPSOLUTION, INC.; MORRISVILLE, NC; US;",2008,USPTO
US7439327A,THERMO FISHER SCIENTIFIC,2008,USPTO
US7439328A,CORNELL UNIVERSITY,2008,USPTO
US7442501A,MIT,2008,USPTO
US7446176A,GSK PLC,2008,USPTO
US7447594A,OCIMUM BIOSOLUTIONS,2008,USPTO
US7452678A,BRISTOL-MYERS SQUIBB COMPANY,2008,USPTO
US7462465A,AMGEN,2008,USPTO
US7462706A,UNIVERSITY OF CALIFORNIA,2008,USPTO
US7469185A,OCIMUM BIOSOLUTIONS,2008,USPTO
US7473561A,ROWAN UNIVERSITY,2009,USPTO
US7479369A,CENIX BIOSCIENCE GMBH; DRESDEN; DE;,2009,USPTO
US7479379A,THE JOHNSON & JOHNSON,2009,USPTO
US7479539A,"CURIS, INC.; CAMBRIDGE, MA; US;",2009,USPTO
US7485308A,TAKEDA CHEMICAL INDUSTRIES LTD,2009,USPTO
US7485444A,EVONIK,2009,USPTO
US7485714A,ROCHE DIAGNOSTICS,2009,USPTO
US7488813A,COMPUGEN LTD. (IL),2009,USPTO
US7491806A,BAYER,2009,USPTO
US7491811A,UNIV GEORGIA,2009,USPTO
US7495148A,UNICROP LTD; HELSINKI; FI;,2009,USPTO
US7498161A,SORRENTO THERAPEUTICS,2009,USPTO
US7501128A,NOVARTIS,2009,USPTO
US7504099A,HEBREW UNIVERSITY OF JERUSALEM,2009,USPTO
US7504212A,GOVERNORS OF THE UNIVERSITY OF ALBERTA; EDMONTON; CA;,2009,USPTO
US7510871A,"CASE WESTERN RESERVE UNIVERSITY; CLEVELAND, OH; US;",2009,USPTO
US7517655A,NIHON UNIVERSITY,2009,USPTO
US7517684A,THERMO FISHER SCIENTIFIC,2009,USPTO
US7517908A,DUKE UNIVERSITY,2009,USPTO
US7527785A,"NEUROLOGIX, INC.; FORT LEE, NJ; US;",2009,USPTO
US7527943A,SCRIPPS RESEARCH INSTITUTE,2009,USPTO
US7531320A,JW PHARMACEUTICALS,2009,USPTO
US7547551A,UNIVERSITY OF ANTWERP,2009,USPTO
US7547766A,TAKEDA CHEMICAL INDUSTRIES LTD,2009,USPTO
US7550578A,GOVERNMENT OF CHINA,2009,USPTO
US7553948A,COMPUGEN LTD. (IL),2009,USPTO
US7553954A,BAYER,2009,USPTO
US7556950A,TAKEDA CHEMICAL INDUSTRIES LTD,2009,USPTO
US7557201A,BAYER,2009,USPTO
US7560542A,BAYER,2009,USPTO
US7566455A,AGENNIX AG,2009,USPTO
US7566548A,UNIVERSITY OF MASSACHUSETTS,2009,USPTO
US7566565A,BIOGEN INC,2009,USPTO
US7569389A,LAND O'LAKES,2009,USPTO
US7572902A,BAYER,2009,USPTO
US7575922A,TEIJIN LIMITED,2009,USPTO
US7582424A,UNIV MARYLAND BIOTECH INST [US],2009,USPTO
US7592143A,"CYTOVIA, INC.; TARRYTOWN, NY; US;",2009,USPTO
US7598361A,BAYER,2009,USPTO
US7598364A,BOEHRIGER INGELHEIM,2009,USPTO
US7608400A,UNIVERSITY OF CALIFORNIA,2009,USPTO
US7608413A,QUEST DIAGNOSTICS,2009,USPTO
US7611832A,PFIZER,2009,USPTO
US7611839A,"WYETH; MADISON, NJ; US;",2009,USPTO
US7612186A,THE SALK INSTITUTE FOR BIOLOGICAL STUDIES,2009,USPTO
US7612194A,BAYER,2009,USPTO
US7625738A,BAYER,2009,USPTO
US7625874A,UNIVERSITY OF CALIFORNIA,2009,USPTO
US7629131B2,"BIOCHECK, INC. AND ANGIOGENEX, INC.; FOSTER CITY, CA; US;",2009,USPTO
US7629454B2,GOVERNMENT OF MALAYSIA AS REPRESENTED BY THE MINISTRY OF SCIENCE TECHNOLOGY AND INNOVATION; PUTRAJAYA; MY;,2009,USPTO
US7630836B2,KITASATO UNIVERSITY,2009,USPTO
US7635764B2,BAYER,2009,USPTO
US7635798B2,CORTEVA,2009,USPTO
US7638275B2,UNIVERSITY OF ILLINOIS,2009,USPTO
US7638304B2,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,2009,USPTO
US7642400B2,"MAYO FOUNDATION FOR MEDICAL EDUCATION AND RESEARCH; ROCHESTER, MN; US;",2010,USPTO
US7645588B2,"CALCIMEDICA, INC.; LA JOLLA, CA; US;",2010,USPTO
US7648827B2,CENIX BIOSCIENCE GMBH; DRESDEN; DE;,2010,USPTO
US7655770B1,BAYER,2010,USPTO
US7655777B2,BAYER,2010,USPTO
US7659250B2,THE JOHNSON & JOHNSON,2010,USPTO
US7662924B2,UNIVERSITY OF ILLINOIS,2010,USPTO
US7666852B2,"AGENTA BIOTECHNOLOGIES, INC.; BIRMINGHAM, AL; US;",2010,USPTO
US7667099B2,MICHIGAN STATE UNIVERSITY,2010,USPTO
US7687614B2,UNIVERSITY OF CALIFORNIA,2010,USPTO
US7692065B2,SCRIPPS RESEARCH INSTITUTE,2010,USPTO
US7696316B2,TAKEDA CHEMICAL INDUSTRIES LTD,2010,USPTO
US7700359B2,NOVARTIS,2010,USPTO
US7700362B2,AIST,2010,USPTO
US7700824B2,AGENCY FOR SCIENCE TECHNOLOGY AMD RESEARCH,2010,USPTO
US7709611B2,AMGEN,2010,USPTO
US7714189B2,BAYER,2010,USPTO
US7718694B2,"CHILDREN'S HOSPITAL & RESEARCH CENTER AT OAKLAND; OAKLAND, CA; US;",2010,USPTO
US7723498B2,UNIVERSITY OF CONNECTICUT,2010,USPTO
US7739056B2,UNIVERSITY OF KENTUCKY,2010,USPTO
US7741078B2,AIST,2010,USPTO
US7741089B2,BASF,2010,USPTO
US7741464B2,STANDARD CHEMICAL & PHARMACEUTICAL CO. LTD,2010,USPTO
US7749720B2,UNIVERSITY OF CALIFORNIA,2010,USPTO
US7759461B2,STRESSPRO BIOMEDICINE INCORPORATION AND ANIMAL TECHNOLOGY INSTITUTE TAIWAN; HSINCHU; TW;,2010,USPTO
US7763254B2,CELLVIR; FR;,2010,USPTO
US7767387B2,SAGRES DISCOVERY,2010,USPTO
US7771995B2,BOEHRIGER INGELHEIM,2010,USPTO
US7772368B2,EWHA UNIVERSITY,2010,USPTO
US7777097B2,GOVERNMENT OF CHINA,2010,USPTO
US7790155B2,"UNIVERSITY OF MEDICINE AND DENTISTRY OF NEW JERSEY; NEW BRUNSWICK, NJ; US;",2010,USPTO
US7795390B2,TEIJIN LIMITED,2010,USPTO
US7799528B2,JOHNS HOPKINS UNIVERSITY,2010,USPTO
US7803532B2,UNIVERSITY OF HELSINKI,2010,USPTO
US7807392B1,QUEST DIAGNOSTICS,2010,USPTO
US7807787B2,UNIVERSITY OF CALIFORNIA,2010,USPTO
US7816076B2,SAGRES DISCOVERY,2010,USPTO
US7816492B2,PFIZER,2010,USPTO
US7820447B2,SAGRES DISCOVERY,2010,USPTO
US7824872B2,THERAVALUES CORPORATION; TOKYO; JP;,2010,USPTO
US7833718B2,"MASONIC MEDICAL RESEARCH LABORATORY; UTICA, NY; US;",2010,USPTO
US7833972B2,TAKEDA CHEMICAL INDUSTRIES LTD,2010,USPTO
US7834146B2,BAYER,2010,USPTO
US7834163B2,EXONHIT THERAPEUTICS S.A.; PARIS; FR;,2010,USPTO
US7838232B2,"AUBURN UNIVERSITY; AUBURN, AL; US;",2010,USPTO
US7838243B2,KEIO UNIVERSITY,2010,USPTO
US7838495B2,UNIV MARYLAND BIOTECH INST [US],2010,USPTO
US7838501B2,NSERC,2010,USPTO
US7842289B2,NOVARTIS,2010,USPTO
US7842459B2,COMPUGEN LTD. (IL),2010,USPTO
US7842466B1,QUEST DIAGNOSTICS,2010,USPTO
US7842467B1,QUEST DIAGNOSTICS,2010,USPTO
US7846428B2,BOEHRIGER INGELHEIM,2010,USPTO
US7846683B2,"UNIVERSITY OF MEDICINE AND DENTISTRY OF NEW JERSEY; NEW BRUNSWICK, NJ; US;",2010,USPTO
US7847156B2,BASF,2010,USPTO
US7847159B2,BASF,2010,USPTO
US7863437B2,"ENZON PHARMACEUTICALS, INC. AND SANTARIS PHARMA A/S; BRIDGEWATER, NJ; US;",2011,USPTO
US7867712B2,MIT,2011,USPTO
US7867724B2,"CALIFORNIA INSTITUTE OF TECHNOLOGY; PASADENA, CA",2011,USPTO
US7867978B2,UNIVERSITY OF KENTUCKY,2011,USPTO
US7868149B2,BAYER,2011,USPTO
US7871788B2,NAGOYA INDUSTRIAL SCIENCE RESEARCH INSTITUTE; NAGOYA-SHI,2011,USPTO
US7871820B2,"CITY OF HOPE; DUARTE, CA",2011,USPTO
US7879562B2,SIEMENS AG,2011,USPTO
US7879978B2,THE JOHNSON & JOHNSON,2011,USPTO
US7879989B2,TAKEDA CHEMICAL INDUSTRIES LTD,2011,USPTO
US7884084B2,SANOFI,2011,USPTO
US7884194B2,"SAREPTA THERAPEUTICS, INC",2011,USPTO
US7892730B2,SAGRES DISCOVERY,2011,USPTO
US7892769B2,EISAI,2011,USPTO
US7892824B2,UNIVERSITY OF MISSOURI,2011,USPTO
US7893028B2,AIST,2011,USPTO
US7902165B2,SEOUL NATIONAL UNIVERSITY,2011,USPTO
US7906616B2,KANSAI MEDICAL UNIVERSITY; OSAKA,2011,USPTO
US7910315B2,UNIVERSITY OF COLORADO,2011,USPTO
US7910557B2,"MARUZEN PHARMACEUTICALS CO., LTD.; ONOMICHI-SHI, HIROSHIMA",2011,USPTO
US7927872B2,EXELIXIS,2011,USPTO
US7928289B2,BASF,2011,USPTO
US7932070B2,AGILENT TECHNOLOGIES,2011,USPTO
US7935492B2,"FIBROSTATIN, SOCIEDAD LIMITADA; VALENCIA",2011,USPTO
US7939250B2,BAXTER INTERNATIONAL,2011,USPTO
US7939634B2,COMPUGEN LTD. (IL),2011,USPTO
US7951381B2,KYOWA HAKKO,2011,USPTO
US7951532B2,CINCINNATI UNIVERSITY,2011,USPTO
US7956172B2,RIKEN,2011,USPTO
US7956241B2,AIST,2011,USPTO
US7960100B1,QUEST DIAGNOSTICS,2011,USPTO
US7960338B2,THE UNIVERSITY OF HONG KONG,2011,USPTO
US7968301B2,"STOWERS INSTITUTE FOR MEDICAL RESEARCH; KANSAS CITY, MO",2011,USPTO
US7972601B2,UNIVERSITY OF CALIFORNIA,2011,USPTO
US7977087B2,JAPAN SCIENCE AND TECHNOLOGY AGENCY,2011,USPTO
US7981605B2,AMGEN,2011,USPTO
US7982021B2,JOHNS HOPKINS UNIVERSITY,2011,USPTO
US7989676B2,LAND O'LAKES,2011,USPTO
US7993875B2,JAPAN TOBACCO INC,2011,USPTO
US7998684B2,TAKEDA CHEMICAL INDUSTRIES LTD,2011,USPTO
US7999072B2,CNRS,2011,USPTO
US8003315B2,EXELIXIS,2011,USPTO
US8003331B2,ASTELLAS PHARMA INC ,2011,USPTO
US8003365B2,BIO ARCHITECTURE LAB,2011,USPTO
US8008452B2,NOVARTIS,2011,USPTO
US8008463B2,DEPARTMENT OF HEALTH AND HUMAN SERVICES,2011,USPTO
US8008545B2,BASF,2011,USPTO
US8013141B2,NATIONAL TAIWAN UNIVERSITY,2011,USPTO
US8014957B2,FRED HUTCHINSON CANCER RESEARCH CENTER,2011,USPTO
US8021874B2,UNIVERSITY OF OKLAHOMA,2011,USPTO
US8022177B2,UNIVERSITY OF ILLINOIS,2011,USPTO
US8026065B2,YALE UNIVERSITY,2011,USPTO
US8030276B2,SANOFI,2011,USPTO
US8034597B2,TAKARA HOLDINGS,2011,USPTO
US8039436B2,"BRITISH COLUMBIA CANER AGENCY BRANCH, ADAERATA, LIMITED PARTNERSHIP, VALORISATION-RECHERCHE, LIMITED PARTNERSHIP AND RSEM, LIMITED PARTNERSHIP; VANCOUVER; CA;",2011,USPTO
US8052960B2,PENNSYLVANIA STATE UNI,2011,USPTO
US8065093B2,AGENCY FOR SCIENCE TECHNOLOGY AMD RESEARCH,2011,USPTO
US8067671B2,BAYER,2011,USPTO
US8071652B2,UNIV TEXAS [US],2011,USPTO
US8071732B2,GSK PLC,2011,USPTO
US8071766B2,TAKEDA CHEMICAL INDUSTRIES LTD,2011,USPTO
US8076307B2,AIST,2011,USPTO
US8088750B2,KRIBB,2012,USPTO
US8093043B2,NEW YORK UNIVERSITY,2012,USPTO
US8097430B2,QIMR BERGHOFER,2012,USPTO
US8101349B2,NOVARTIS,2012,USPTO
US8110660B2,ONO PHARMACEUTICAL CO,2012,USPTO
US8119369B2,"LIFESENSORS, INC.; MALVERN, PA",2012,USPTO
US8119421B2,NEW YORK UNIVERSITY,2012,USPTO
US8119601B2,BEN GURION UNIVERSITY OF THE NEGEV RESEARCH AND DEVELOPMENT,2012,USPTO
US8119770B2,SANOFI,2012,USPTO
US8129142B2,"BIONOMICS LIMITED; THEBARTON, SA",2012,USPTO
US8138324B2,XBRANE BIOSCIENCE AB; STOCKHOLM,2012,USPTO
US8143005B2,MCGILL UNIVERSITY,2012,USPTO
US8143213B2,TEMPLE UNIVERSITY,2012,USPTO
US8148121B2,DU PONT,2012,USPTO
US8158123B2,"FORSYTH DENTAL INFIRMARY FOR CHILDREN; CAMBRIDGE, MA",2012,USPTO
US8158770B2,UNIV ROCHESTER [US],2012,USPTO
US8168201B2,PFIZER,2012,USPTO
US8168415B2,UNIVERSITY OF COLORADO,2012,USPTO
US8168588B2,AMGEN,2012,USPTO
US8183397B2,NOVARTIS,2012,USPTO
US8187804B2,EISAI,2012,USPTO
US8188255B2,QIAGEN GMBH (DE),2012,USPTO
US8193332B2,"GENECARE RESEARCH INSTITUTE CO., LTD.; KANAGAWA",2012,USPTO
US8198056B2,BIO ARCHITECTURE LAB,2012,USPTO
US8198252B2,UNIV TEXAS [US],2012,USPTO
US8206896B2,SHINSHU UNIVERSITY,2012,USPTO
US8207115B2,ARES TRADING S.A.; AUBONNE,2012,USPTO
US8207314B2,SANOFI,2012,USPTO
US8211643B2,UNIVERSITY OF TORONTO,2012,USPTO
US8212009B2,UNIVERSITY OF CALIFORNIA,2012,USPTO
US8222482B2,LAND O'LAKES,2012,USPTO
US8232089B2,GEVO INC,2012,USPTO
US8247201B2,AJINOMOTO,2012,USPTO
US8252532B2,UNIVERSITY OF CONNECTICUT,2012,USPTO
US8263064B2,RAPPAPORT FAMILY INSTITUTE FOR RESEARCH IN THE MEDICAL SCIENCES; HAIFA,2012,USPTO
US8273540B2,PENNSYLVANIA STATE UNI,2012,USPTO
US8283148B2,AGILENT TECHNOLOGIES,2012,USPTO
US8283307B2,MERCK,2012,USPTO
US8298816B2,ROCHE DIAGNOSTICS,2012,USPTO
US8299233B2,CNRS,2012,USPTO
US8299321B2,BAYER,2012,USPTO
US8309687B2,REPRORISE,2012,USPTO
US8313744B2,KIST,2012,USPTO
US8324455B2,BASF,2012,USPTO
US8329410B2,NATIONAL DEFENSE MEDICAL CENTER; TAIPEI,2012,USPTO
US8329994B2,BAYER,2012,USPTO
US8350119B2,BASF,2013,USPTO
US8354251B2,"KALOBIOS PHARMACEUTICALS, INC.; SOUTH SAN FRANCISCO, CA",2013,USPTO
US8357501B2,DIEVINI,2013,USPTO
US8377888B2,PANGAEA BIOTECH,2013,USPTO
US8383372B2,AJINOMOTO,2013,USPTO
US8383880B2,ACADEMIA SINICA,2013,USPTO
US8414660B2,UNIVERSITY OF FLORIDA RESEARCH FOUNDATION INC. (US),2013,USPTO
US8420312B2,NESTLE,2013,USPTO
US8420355B2,CNRS,2013,USPTO
US8431398B2,IMBA,2013,USPTO
US8440187B2,RIKEN,2013,USPTO
US8440391B2,PFIZER,2013,USPTO
US8440625B2,UNIV BRITISH COLUMBIA [CA],2013,USPTO
US8440881B2,BASF,2013,USPTO
US8445638B2,ELOXX PHARMACEUTICALS INC,2013,USPTO
US8470779B2,"CRP40 INC.; OTTAWA, ONTARIO",2013,USPTO
US8481676B2,TEIJIN LIMITED,2013,USPTO
US8481701B2,EXONHIT THERAPEUTICS SA; PARIS,2013,USPTO
US8486693B2,BELLICUM PHARMACEUTICALS INC,2013,USPTO
US8507753B2,BASF,2013,USPTO
US8530181B2,EISAI,2013,USPTO
US8535880B2,TAKEDA CHEMICAL INDUSTRIES LTD,2013,USPTO
US8535883B2,BROWN UNIVERSITY (US),2013,USPTO
US8535884B2,DEPARTMENT OF HEALTH AND HUMAN SERVICES,2013,USPTO
US8536115B2,CENTRE FOR ADDICTION AND MENTAL HEALTH; TORONTO,2013,USPTO
US8536148B2,DEPARTMENT OF HEALTH AND HUMAN SERVICES,2013,USPTO
US8541208B1,BASF,2013,USPTO
US8546078B2,"EUCLID DIAGNOSTICS LLC; CROWN POINT, IN",2013,USPTO
US8546094B2,OSAKA UNIVERSITY,2013,USPTO
US8546536B2,"BELLBROOK LABS, LLC; MADISON, WI",2013,USPTO
US8552148B2,SUNGKYUNKWAN UNIVERSITY FOUNDATION FOR CORPORATE COLLABORATION,2013,USPTO
US8568980B2,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,2013,USPTO
US8574827B2,RIGEL PHARMACEUTICALS,2013,USPTO
US8574871B2,GLYCODE; UZERCHE,2013,USPTO
US8575421B2,BASF,2013,USPTO
US8577622B2,LONZA,2013,USPTO
US8580759B2,OSAKA UNIVERSITY,2013,USPTO
US8586006B2,"INSTITUTE FOR SYSTEMS BIOLOGY AND INTEGRATED DIAGNOSTICS, INC.; SEATTLE, WA; US;",2013,USPTO
US8603950B2,ANAPTYSBIO INC,2013,USPTO
US8609620B2,"ZENSUN (SHANGHAI) SCI & TECH CO., LTD",2013,USPTO
US8609626B2,CATHOLIC UNIVERSITY INDUSTRY ACADEMIC COOPERATION FOUNDATION,2013,USPTO
US8620589B2,NEW ENGLAND BIOLABS,2013,USPTO
US8623196B2,MICHIGAN STATE UNIVERSITY,2014,USPTO
US8623607B2,HANNOVER MEDICAL SCHOOL,2014,USPTO
US8623615B2,NEW ENGLAND BIOLABS,2014,USPTO
US8623619B2,KYOWA HAKKO,2014,USPTO
US8623632B2,HELMHOLTZ ZENTRUM MUNCHEN,2014,USPTO
US8623997B2,"CURIS, INC.; CAMBRIDGE, MA; US;",2014,USPTO
US8632980B2,EXACT SCIENCES CORPORATION (US),2014,USPTO
US8637290B2,DSM IP ASSETS BV,2014,USPTO
US8637651B2,DSM IP ASSETS BV,2014,USPTO
US8637731B2,ALTRIA GROUP,2014,USPTO
US8642341B2,CORNELL UNIVERSITY,2014,USPTO
US8642534B2,UNIVERSITY OF CALIFORNIA,2014,USPTO
US8647868B2,WAKE FOREST UNIVERSITY,2014,USPTO
US8652823B2,IFF,2014,USPTO
US8663635B2,UNIVERSITY OF CALIFORNIA,2014,USPTO
US8663936B2,VERTEX PHARMACEUTICALS,2014,USPTO
US8664475B2,BASF,2014,USPTO
US8679822B2,DU PONT,2014,USPTO
US8685689B2,NEW ENGLAND BIOLABS,2014,USPTO
US8685729B2,UNIVERSITY OF CALIFORNIA,2014,USPTO
US8692064B2,UNIVERSITY OF MISSOURI,2014,USPTO
US8703465B2,NOVOZYMES,2014,USPTO
US8709766B2,"COLORADO SCHOOL OF MINES; GOLDEN, CO",2014,USPTO
US8709805B2,KYOTO UNIVERSITY,2014,USPTO
US8716462B2,CARNEGIE INSTITUTION OF WASHINGTON,2014,USPTO
US8728480B2,"GENETECH, INC.; SOUTH SAN FRANCISCO, CA",2014,USPTO
US8728788B1,NOVOZYMES,2014,USPTO
US8728981B2,MORPHOSYS AG; MARTINSRIED,2014,USPTO
US8729037B2,ALNYLAM PHARMACEUTICALS,2014,USPTO
US8734778B2,NANTWORKS,2014,USPTO
US8735093B2,RIKEN,2014,USPTO
US8735096B2,"THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY; PALO ALTO, CA",2014,USPTO
US8735107B2,BASF,2014,USPTO
US8735111B2,CSIRO,2014,USPTO
US8747864B2,NOVARTIS,2014,USPTO
US8753830B2,NEW YORK UNIVERSITY,2014,USPTO
US8754015B2,UNIV ROCHESTER [US],2014,USPTO
US8754057B2,ELOXX PHARMACEUTICALS INC,2014,USPTO
US8758764B2,NOVARTIS,2014,USPTO
US8759065B2,UNIVERSITY OF CHILE,2014,USPTO
US8759285B2,"TROPHOGEN, INC.; ROCKVILLE, MD",2014,USPTO
US8759611B2,BAYER,2014,USPTO
US8771997B2,AJINOMOTO,2014,USPTO
US8772006B2,AGILENT TECHNOLOGIES,2014,USPTO
US8772027B2,BAYER,2014,USPTO
US8772281B2,AJINOMOTO,2014,USPTO
US8772460B2,WISCONSIN ALUMNI RESEARCH FOUNDATION (US),2014,USPTO
US8772571B2,THE DEPARTMENT OF VETERANS AFFAIRS,2014,USPTO
US8785162B2,CARGILL INC,2014,USPTO
US8785408B2,"QUARK PHARMACEUTICALS, INC.; FREMONT, CA",2014,USPTO
US8795958B2,BOSTON UNIVERSITY,2014,USPTO
US8795964B2,DEPARTMENT OF HEALTH AND HUMAN SERVICES,2014,USPTO
US8795977B2,UNILEVER,2014,USPTO
US8796225B2,CBIO LIMITED,2014,USPTO
US8802438B2,"CHILDREN'S MEDICAL CENTER CORPORATION; BOSTON, MA",2014,USPTO
US8802619B2,THE UNIVERSITY OF YORK,2014,USPTO
US8802627B2,NISSHIN SEIFUN GROUP INC,2014,USPTO
US8802928B2,BASF,2014,USPTO
US8808982B2,CELLSCRIPT INC,2014,USPTO
US8809001B2,UNIVERSITY OF FLORIDA RESEARCH FOUNDATION INC. (US),2014,USPTO
US8809046B2,"AURORA ALGAE, INC.; HAYWARD, CA",2014,USPTO
US8809059B2,BASF,2014,USPTO
US8809294B2,"REGULUS THERAPEUTICS INC.; SAN DIEGO, CA",2014,USPTO
US8809559B2,CSIRO,2014,USPTO
US8815566B2,DU PONT,2014,USPTO
US8815819B2,"CODA THERAPEUTICS, INC.; SAN DIEGO, CA",2014,USPTO
US8822180B2,RIKEN,2014,USPTO
US8822191B2,NOVO NORDISK A/S; BAGSVAERD,2014,USPTO
US8822754B2,PRECIGEN,2014,USPTO
US8828356B2,"PROGERIA RESEARCH FOUNDATION, INC",2014,USPTO
US8828395B2,ATYR PHARMA,2014,USPTO
US8828694B2,IFF,2014,USPTO
US8828719B2,UCB,2014,USPTO
US8835137B2,MATRIX GENETICS,2014,USPTO
US8835387B2,ATYR PHARMA,2014,USPTO
US8840894B2,REGENERON PHARMA,2014,USPTO
US8841089B2,HOCHSCHULE MANNHEIM; MANNHEIM,2014,USPTO
US8843356B2,MERCK,2014,USPTO
US8846034B2,"HALOZYME, INC.; SAN DIEGO, CA",2014,USPTO
US8846052B2,IDEMITSU KOSAN,2014,USPTO
US8846371B2,CHEVRON,2014,USPTO
US8846413B2,"BIOVENDOR LABORATORY MEDICINE, INC.; BRNO",2014,USPTO
US8846867B2,UNIVERSITY OF PENNSYLVANIA,2014,USPTO
US8847031B2,OKLAHOMA STATE UNIVERSITY,2014,USPTO
US8852872B2,HOLOGIC INC,2014,USPTO
US8853493B2,TEMASEK LIFE SCIENCES LABORATORY LIMITED; SINGAPORE,2014,USPTO
US8859273B2,"MEDTRONIC, INC",2014,USPTO
US8859855B2,DSM IP ASSETS BV,2014,USPTO
US8865426B2,EISAI,2014,USPTO
US8865467B2,"BOSTON MEDICAL CENTER CORPORATION; BOSTON, MA",2014,USPTO
US8865666B2,UNIVERSITY OF SOUTH FLORIDA,2014,USPTO
US8865737B2,EISAI,2014,USPTO
US8871205B2,THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,2014,USPTO
US8871452B2,HARVARD MEDICAL SCHOOL,2014,USPTO
US8871463B2,KIST,2014,USPTO
US8871488B2,IFF,2014,USPTO
US8877898B2,UNIVERSITY OF NEW MEXICO,2014,USPTO
US8878006B2,BASF,2014,USPTO
US8883425B2,GALAPAGOS,2014,USPTO
US8883464B2,CARGILL INC,2014,USPTO
US8883467B2,CODEXIS INC [US],2014,USPTO
US8883724B2,CIGB,2014,USPTO
US8883736B2,CITIGROUP,2014,USPTO
US8884060B2,PRECIGEN,2014,USPTO
US8889391B1,CARGILL INC,2014,USPTO
US8889408B2,SONY CORPORATION; TOKYO,2014,USPTO
US8889412B2,"AGENCY FOR SCIENCE, TECHNOLOGY AND RESEARCH; SINGAPORE",2014,USPTO
US8889425B2,BAYER,2014,USPTO
US8889709B2,VIVORYON,2014,USPTO
US8895284B2,HARVARD MEDICAL SCHOOL,2014,USPTO
US8895301B2,WISCONSIN ALUMNI RESEARCH FOUNDATION (US),2014,USPTO
US8900834B2,TOTAL,2014,USPTO
US8901081B2,SEOUL NATIONAL UNIVERSITY,2014,USPTO
US8906636B2,LIGAND PHARMACEUTICALS,2014,USPTO
US8907067B2,THERMO FISHER SCIENTIFIC,2014,USPTO
US8916361B2,ABBOTT LABORATORIES,2014,USPTO
US8916522B2,"OCUGEN, INC",2014,USPTO
US8916743B2,OKAYAMA UNIVERSITY,2014,USPTO
US8916748B2,BASF,2014,USPTO
US8927700B2,GILEAD,2015,USPTO
US8932859B2,UNIVERSITY OF CALIFORNIA,2015,USPTO
US8932872B2,JOULE UNLIMITED,2015,USPTO
US8933033B2,CBIO LIMITED,2015,USPTO
US8936912B2,WASHINGTON UNIVERSITY IN ST. LOUIS,2015,USPTO
US8937046B2,UNIVERSITY OF COLORADO,2015,USPTO
US8937215B2,EVOGENE,2015,USPTO
US8940884B2,DSM IP ASSETS BV,2015,USPTO
US8945541B2,ATYR PHARMA,2015,USPTO
US8945847B2,HEBREW UNIVERSITY OF JERUSALEM,2015,USPTO
US8945851B2,NEW YORK UNIVERSITY,2015,USPTO
US8945862B2,"THE BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY; PALO ALTO, CA",2015,USPTO
US8945876B2,UNIVERSITY OF HAWAII,2015,USPTO
US8945877B2,MERCK,2015,USPTO
US8946174B2,SANOFI,2015,USPTO
US8946385B2,ROCHE DIAGNOSTICS,2015,USPTO
US8946511B2,BAYER,2015,USPTO
US8946512B2,BASF,2015,USPTO
US8951770B2,NOVOZYMES,2015,USPTO
US8951937B2,IFF,2015,USPTO
US8952130B2,THE SALK INSTITUTE FOR BIOLOGICAL STUDIES,2015,USPTO
US8952217B2,BASF,2015,USPTO
US8957044B2,WAKE FOREST UNIVERSITY,2015,USPTO
US8961975B2,DEPARTMENT OF HEALTH AND HUMAN SERVICES,2015,USPTO
US8962299B2,EXXONMOBIL,2015,USPTO
US8962556B2,"OCUGEN, INC",2015,USPTO
US8962560B2,ATYR PHARMA,2015,USPTO
US8962800B2,BP PLC,2015,USPTO
US8969301B2,ATYR PHARMA,2015,USPTO
US8969538B2,GSK PLC,2015,USPTO
US8975030B2,TSINGHUA UNIVERSITY,2015,USPTO
US8975042B2,"DNA TWOPOINTO, INC.; MENLO PARK, CA",2015,USPTO
US8975044B2,CITIGROUP,2015,USPTO
US8975046B2,CARGILL INC,2015,USPTO
US8975061B2,EXXONMOBIL,2015,USPTO
US8975064B2,BAYER,2015,USPTO
US8975078B2,PANASONIC INTELLECTUAL PROPERTY MANAGEMENT CO LTD,2015,USPTO
US8975472B2,DU PONT,2015,USPTO
US8980257B2,MBL,2015,USPTO
US8980261B2,THE ROCKEFELLER UNIVERSITY,2015,USPTO
US8980615B2,TOYOTA,2015,USPTO
US8980638B2,UNIVERSITY OF MASSACHUSETTS,2015,USPTO
US8986681B2,ATYR PHARMA,2015,USPTO
US8993034B2,CORTEVA,2015,USPTO
US8993261B2,MERCK,2015,USPTO
US8993297B2,AIX-MARSEILLE UNIVERSITY,2015,USPTO
US8993303B2,"SOUTH DAKOTA STATE UNIVERSITY; BROOKINGS, SD",2015,USPTO
US8993517B2,GSK PLC,2015,USPTO
